path	sentence	client_id	translation	split
common_voice_en_19206536.mp3	He attended Beal High School in Ilford.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 일포드에 있는 빌 고등학교를 다녔습니다.	train
common_voice_en_19206537.mp3	Once again, Tyrrell were unable to score any points all season.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이번에도 타이렐은 시즌 내내 득점을 올리지 못했습니다.	train
common_voice_en_19206540.mp3	I had so much fun playing that first night with Clifton.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	첫날 밤 클리프턴과 정말 재미있게 놀았어요.	train
common_voice_en_19206541.mp3	Shortly thereafter, he was elected to the San Francisco Board of Supervisors.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	얼마 지나지 않아 그는 샌프란시스코 감독위원회에 선출되었습니다.	train
common_voice_en_19206542.mp3	"Later that year, Winans released ""His Gift"" a holiday album."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그해 말, 위난스는 홀리데이 앨범 'His Gift'를 발매했습니다.	train
common_voice_en_19206543.mp3	If these prerequisites are met, the tribe can sustain its existence.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이러한 전제 조건이 충족되면 부족은 그 존재를 유지할 수 있습니다.	train
common_voice_en_19206544.mp3	It covers both Ocean modelling and Atmospheric Modelling.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	해양 모델링과 대기 모델링을 모두 다룹니다.	train
common_voice_en_19206545.mp3	Tuesday and Saturday are Farmers Market days.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	화요일과 토요일은 파머스 마켓이 열리는 날입니다.	train
common_voice_en_19206546.mp3	It is said that Holmer Green people enjoy an unusually wide choice of schools.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	홀머 그린 사람들은 학교 선택의 폭이 유난히 넓다고 합니다.	train
common_voice_en_19206547.mp3	It was developed further by Clayton Alderfer.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	클레이튼 앨더퍼가 더 발전시켰습니다.	train
common_voice_en_19206549.mp3	She was having difficulty with her attempts to write and then decipher dance steps.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그녀는 댄스 스텝을 쓰고 해독하는 데 어려움을 겪고 있었습니다.	train
common_voice_en_19206551.mp3	This developed a new form of logic, based on an empiricist theory of knowledge.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이는 경험주의적 지식 이론에 기반한 새로운 형태의 논리를 발전시켰습니다.	train
common_voice_en_19206552.mp3	Her highest profile role is Shirley Ryan in the series Love Child.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그녀의 가장 유명한 역할은 '러브 차일드' 시리즈의 셜리 라이언입니다.	train
common_voice_en_19206553.mp3	He never married and had no children.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 결혼도 하지 않았고 자녀도 없었습니다.	train
common_voice_en_19206555.mp3	Most of Arthropod biodiversity is concentrated on Great and Lesser Caucasus ranges.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	절지동물 생물 다양성의 대부분은 대코카서스 및 소코카서스 산맥에 집중되어 있습니다.	train
common_voice_en_19206557.mp3	"Gil's other sister, Susan, is a middle school teacher married to a scientist, Nathan."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	길의 다른 여동생인 수잔은 과학자 네이선과 결혼한 중학교 교사입니다.	train
common_voice_en_19206559.mp3	To the right rear of the high school is the Concordia Parish Library.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	고등학교 오른쪽 뒤편에는 콩코르디아 교구 도서관이 있습니다.	train
common_voice_en_19206560.mp3	He is Vice-President of the Local Government Association.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 지방 정부 협회의 부회장입니다.	train
common_voice_en_19206561.mp3	Walcott Park, close to the dam, is a popular summertime picnic area.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	댐에서 가까운 월콧 공원은 여름철 피크닉 장소로 인기 있는 곳입니다.	train
common_voice_en_19206562.mp3	The Rally is held outside at Seattle Central Community College.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	집회는 시애틀 센트럴 커뮤니티 칼리지 야외에서 열립니다.	train
common_voice_en_19206564.mp3	Everest, but the traditional use is still alive.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	에베레스트, 하지만 전통적인 용도는 여전히 살아 있습니다.	train
common_voice_en_19206565.mp3	The leaves form rosettes and are usually linear.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	잎은 로제트를 형성하며 일반적으로 선형입니다.	train
common_voice_en_19206566.mp3	Prefects are the good-will ambassadors of Woburn.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	지사는 워번의 친선 대사입니다.	train
common_voice_en_19206567.mp3	The Lincoln Group helps translate and place the stories.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	링컨 그룹은 스토리를 번역하고 배치하는 데 도움을 줍니다.	train
common_voice_en_19206572.mp3	Other farms were Town Farm and Manor Farm.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	다른 농장으로는 타운 농장과 매너 농장이 있었습니다.	train
common_voice_en_19206575.mp3	After the election, Dhanda was appointed to the post of Assistant Government Whip.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	선거가 끝난 후 단다는 정부 채찍 부총리로 임명되었습니다.	train
common_voice_en_19206586.mp3	Research at the university can be classified into personal, sponsored, and client-funded.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	대학에서의 연구는 개인 연구, 후원 연구, 고객 지원 연구로 분류할 수 있습니다.	train
common_voice_en_19206587.mp3	Of Hullo, my fancie, whither wilt thou go?	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	헐로, 내 사랑, 어디로 가겠느냐?	train
common_voice_en_19206588.mp3	The scene cuts back to Cordelia, confused by what the Groosalugg has told her.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 장면은 그루살루그의 말에 혼란스러워하는 코델리아의 모습으로 다시 전환됩니다.	train
common_voice_en_19206589.mp3	He also curates art exhibitions and writes catalog essays for San Diego art museums.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	또한 미술 전시회를 기획하고 샌디에이고 미술관의 카탈로그 에세이를 집필하기도 합니다.	train
common_voice_en_19206590.mp3	The governor appoints members of the Board, each of whom serve seven years.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	주지사가 이사회 위원을 임명하며, 각 위원의 임기는 7년입니다.	train
common_voice_en_19206591.mp3	Return with us now to those thrilling days of yesteryear!	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	지금 저희와 함께 과거의 짜릿했던 시절로 돌아가 보세요!	train
common_voice_en_19206592.mp3	These bands frequently played together and established the Austin hardcore scene.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 밴드들은 종종 함께 연주하며 오스틴 하드코어 씬을 형성했습니다.	train
common_voice_en_19206593.mp3	The interpretation of phase-contrast images is not a straightforward task.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	위상차 이미지의 해석은 간단한 작업이 아닙니다.	train
common_voice_en_19206594.mp3	Nickerson Township was named for John Quincy Adams Nickerson, a railroad promoter.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	니커슨 타운십은 철도 발기인인 존 퀸시 아담스 니커슨의 이름을 따서 명명되었습니다.	train
common_voice_en_19206604.mp3	Captain Sterret interrogated the commander of the Tripolitan on the object of his cruize.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	스테레트 함장은 트리폴리탄 호의 사령관에게 순항 대상에 대해 심문했습니다.	train
common_voice_en_19206607.mp3	The training centers are supervised by the Army Training Command in Leipzig.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	훈련 센터는 라이프치히의 육군 훈련 사령부가 감독합니다.	train
common_voice_en_19206609.mp3	The game also featured a customizable interface for the first time.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	또한 이 게임에는 처음으로 사용자 지정 가능한 인터페이스가 도입되었습니다.	train
common_voice_en_19206610.mp3	"Long also directed several episodes of ""The Big Valley""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	롱은 또한 '더 빅 밸리'의 여러 에피소드를 연출했습니다.	train
common_voice_en_19206621.mp3	Thomas was born in Pensacola, Florida, to John D. Thomas and Sibyl Addenbrooke.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	토마스는 플로리다주 펜사콜라에서 존 D. 토마스와 시빌 애든브룩 사이에서 태어났습니다.	train
common_voice_en_19206622.mp3	If any of the three opponents takes a trick, the solo player loses.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	세 명의 상대 중 한 명이라도 속임수를 쓰면 솔로 플레이어가 패배합니다.	train
common_voice_en_19206623.mp3	Suva, Fiji: Institute of Pacific Studies of the University of the South Pacific.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	수바, 피지: 남태평양 대학교 태평양 연구소.	train
common_voice_en_19206624.mp3	Some scholars accept the book as the writings of one individual.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	일부 학자들은 이 책을 한 개인의 저술로 받아들입니다.	train
common_voice_en_19206625.mp3	President Abraham Lincoln signed the bill the following year.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	에이브러햄 링컨 대통령은 이듬해 이 법안에 서명했습니다.	train
common_voice_en_19206641.mp3	He was the son of Wonjong, his predecessor on the throne.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 왕위에 오른 선대 왕인 원종의 아들이었습니다.	train
common_voice_en_19206643.mp3	Kalgoorlie-Boulder has many arts organisations and practising artists.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	칼굴리-볼더에는 많은 예술 단체와 예술가들이 활동하고 있습니다.	train
common_voice_en_19206646.mp3	Several old hotels date back to colonial times.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	몇몇 오래된 호텔은 식민지 시대로 거슬러 올라갑니다.	train
common_voice_en_19206647.mp3	"But the title is also a rather obscure nod to The Beatles' ""Revolver""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	하지만 제목은 비틀즈의 '리볼버'를 연상시키는 다소 모호한 제목이기도 합니다.	train
common_voice_en_19206686.mp3	Their immediate cause was the very first Railway Strike which lasted only two days.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그 직접적인 원인은 단 이틀 동안만 지속된 최초의 철도 파업이었습니다.	train
common_voice_en_19206688.mp3	Anthony also had a role in the film, playing himself.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	앤서니는 영화에서 직접 연기를 하기도 했습니다.	train
common_voice_en_19206704.mp3	This is surprising when one considers how much is known about the fossils.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	화석에 대해 알려진 것이 얼마나 많은지 생각해보면 놀라운 일입니다.	train
common_voice_en_19206706.mp3	Medical facilities inside Haltom City is the T and R Clinic in the south-side.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	할톰 시티 내 의료 시설은 남쪽에 있는 T 및 R 클리닉이 있습니다.	train
common_voice_en_19206719.mp3	Holzminden was the site where vanillin was first produced industrially.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	홀츠민덴은 바닐린이 산업적으로 처음 생산된 곳입니다.	train
common_voice_en_19206720.mp3	In addition, many Hessian ministries are in Wiesbaden.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	또한 많은 헤센주 부처가 비스바덴에 있습니다.	train
common_voice_en_19260298.mp3	"""On a Day Like Today"" was the first single released."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	"오늘 같은 날에는"이 첫 번째 싱글로 발매되었습니다."	train_covost
common_voice_en_19260300.mp3	"I can't say anymore."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	더 이상 말할 수 없습니다.	train
common_voice_en_19260303.mp3	The X-Men land on the Earth safely.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	엑스맨이 지구에 무사히 착륙합니다.	train_covost
common_voice_en_19260305.mp3	He was married to Sikiona Luka.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 시키오나 루카와 결혼했습니다.	train_covost
common_voice_en_19260306.mp3	They made me a completely different person.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	덕분에 완전히 다른 사람이 되었습니다.	train
common_voice_en_19260314.mp3	This is why exact dollar grosses for the period are unreliable at best.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그렇기 때문에 해당 기간의 정확한 달러 총액은 기껏해야 신뢰할 수 없는 수치입니다.	train
common_voice_en_19260325.mp3	"It is also the largest ""D. draco"" tree alive."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	또한 현존하는 가장 큰 "D. 드라코" 나무이기도 합니다.	train
common_voice_en_19260326.mp3	He represents the British Columbia Liberal Party.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	브리티시컬럼비아 자유당 대표입니다.	train
common_voice_en_19265625.mp3	Transient trauma to the nerve can result from peroneal strike.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	복막 타격으로 인해 신경에 일시적인 외상이 발생할 수 있습니다.	train_covost
common_voice_en_19265627.mp3	"""Space Invaders"" was the platform's killer app, quadrupling the system's sales."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	스페이스 인베이더'는 이 플랫폼의 킬러 앱으로, 시스템 매출을 4배로 끌어올렸습니다.	train_covost
common_voice_en_19265628.mp3	The latter communities have since been absorbed by Jacksonville.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이후 후자의 커뮤니티는 잭슨빌에 흡수되었습니다.	train
common_voice_en_19265631.mp3	It combines guitars, ukulele, and popular songs.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	기타와 우쿨렐레, 대중가요를 결합한 곡입니다.	train_covost
common_voice_en_19265632.mp3	There are more family bedrooms on the second floor facing west and north.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	2층에는 서쪽과 북쪽을 향한 가족 침실이 더 있습니다.	train_covost
common_voice_en_19265634.mp3	Conneaut is situated along Lake Erie at the mouth of Conneaut Creek.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	코노트는 코노트 크릭 어귀의 이리 호수를 따라 위치해 있습니다.	train
common_voice_en_19265640.mp3	All of the shorts on here feature Mickey Mouse and Minnie Mouse.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	여기에 있는 모든 단편에는 미키 마우스와 미니 마우스가 등장합니다.	train
common_voice_en_19265642.mp3	Skimmias are grown as garden plants for their foliage, flowers, and showy red fruits.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	스키미아는 단풍, 꽃, 화려한 붉은 열매를 위해 정원 식물로 재배됩니다.	train
common_voice_en_19265644.mp3	But he has never been so enjoyable.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	하지만 그 어느 때보다 즐거웠습니다.	train
common_voice_en_19265650.mp3	"It introduced the utility programs ""rdjpgcom"" and ""wrjpgcom"" for handling embedded text comments."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	임베디드 텍스트 주석을 처리하기 위한 유틸리티 프로그램 "rdjpgcom"과 "wrjpgcom"을 소개했습니다.	train
common_voice_en_19265651.mp3	Totila, King of the Goths, had begun to blockade the city.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	고트족의 왕 토틸라가 도시를 봉쇄하기 시작했습니다.	train
common_voice_en_19265654.mp3	In practice, both exercised the executive function in different aspects.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	실제로는 두 가지 모두 다른 측면에서 실행 기능을 발휘했습니다.	train
common_voice_en_19265655.mp3	Before the First World War, Downtown Kansas City was heavily populated and bustling.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	1차 세계대전 이전 캔자스시티 다운타운은 인구가 많고 번화한 곳이었어요.	train
common_voice_en_19265656.mp3	"""Pacem in terris"" is Latin for 'Peace on Earth'."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	'파켐 인 테리스'는 라틴어로 '지구상의 평화'를 뜻합니다.	train
common_voice_en_19265657.mp3	Newman abandoned a bid to challenge the ruling.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	뉴먼은 판결에 이의를 제기하는 소송을 포기했습니다.	train
common_voice_en_19265658.mp3	When you see them make war against them.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그들과 전쟁을 벌이는 것을 볼 때.	train
common_voice_en_19265661.mp3	For his production, he received the backing of Queen Sirikit and the royal family.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	제작을 위해 시리킷 여왕과 왕실의 후원을 받았습니다.	train
